intent,user_utterance,origin,new_intent,label
how_busy,is the wait at chocolate fountain long?,lambada,avail,0
yes,facts,original,book,1
goodbye,goodbyes,parrot,bye,2
goodbye,good-bye,parrot,bye,2
no,that is overwhelmingly wrong,lambada,cancel,3
yes,ya,original,book,1
goodbye,peace,original,bye,2
calendar,tell me what's in my calendar for march 23?,parrot,avail,0
how_busy,how busy is raspberry sauce factory around 3,lambada,avail,0
goodbye,peace,original,bye,2
how_busy,how busy will the chilis be at 6pm?,parrot,avail,0
greeting,yo,original,greet,4
reminder_update,please remind me again,parrot,resched,5
meeting_schedule,do i have any meetings today between 5 and 6?,original,avail,0
greeting,hello,original,greet,4
yes,yeah yeah,lambada,book,1
goodbye,great talk,lambada,bye,2
calendar,can you see my calendar for tuesday 17th?,parrot,avail,0
yes,that is true,lambada,book,1
yes,great,original,book,1
meeting_schedule,show me the time i'm meeting with sarah today?,parrot,avail,0
thank_you,appreciate the assistance,parrot,bye,2
goodbye,goodbye bye,parrot,bye,2
meeting_schedule,can you list the schedule of my meeting for today?,parrot,avail,0
thank_you,thank you very much,original,bye,2
no,negatory?,parrot,cancel,3
yes,TRUE,original,book,1
greeting,hey how's my day going?,parrot,greet,4
goodbye,good-bye,parrot,bye,2
date,today?,parrot,avail,0
yes,absolutely,original,book,1
yes,you got it,parrot,book,1
thank_you,thank you ai,parrot,bye,2
no,invalid,original,cancel,3
yes,a fact,parrot,book,1
no,i think it's not possible it's not true,parrot,cancel,3
greeting,so what's up?,parrot,greet,4
how_busy,what's the wait time at the chipotle steakhouse?,parrot,avail,0
no,not happening,original,cancel,3
how_busy,how busy is ihop at 7,lambada,avail,0
thank_you,thanks for my support,parrot,bye,2
no,i think not,original,cancel,3
goodbye,afterward,parrot,bye,2
yes,that's right,original,book,1
no,negatory,original,cancel,3
greeting,and how're you doing,parrot,greet,4
greeting,ahoy there,lambada,greet,4
no,negative for sure,original,cancel,3
how_busy,how busy is ihop?,parrot,avail,0
no,is very false,parrot,cancel,3
meeting_schedule,how much time is my meeting scheduled to last,parrot,avail,0
how_busy,how busy is the olive garden at dinner time?,parrot,avail,0
meeting_schedule,any meetings on schedule today,parrot,avail,0
goodbye,later good luck,parrot,bye,2
how_busy,is that olive garden busy?,parrot,avail,0
schedule_meeting,is there meeting room available between 9 and 10?,parrot,book,1
no,that's not right,original,cancel,3
greeting,hey,original,greet,4
no,no,lambada,cancel,3
yes,yep,original,book,1
thank_you,"oh, thanks",original,bye,2
greeting,welcome,parrot,greet,4
thank_you,good job,lambada,bye,2
thank_you,awesome thanks,parrot,bye,2
greeting,how are things going,original,greet,4
no,negating,parrot,cancel,3
goodbye,farewell!,original,bye,2
goodbye,tootles,original,bye,2
yes,"yeah, that's it",lambada,book,1
goodbye,later goodbye,parrot,bye,2
date,what day?,parrot,avail,0
how_busy,how busy is macy's right now,lambada,avail,0
yes,accepted,original,book,1
goodbye,good bye,original,bye,2
no,no good,original,cancel,3
no,negating,parrot,cancel,3
goodbye,adios!,original,bye,2
schedule_meeting,are any meeting rooms available between 8-10?,lambada,book,1
no,negative for sure,original,cancel,3
no,erroneous,parrot,cancel,3
yes,i guess yes,parrot,book,1
goodbye,glad we talked,parrot,bye,2
goodbye,sayonara,original,bye,2
goodbye,later then,lambada,bye,2
greeting,hey,original,greet,4
reminder_update,remind yourself to go shopping,parrot,resched,5
no,FALSE,original,cancel,3
no,no good,original,cancel,3
thank_you,"oh, thanks",original,bye,2
yes,indeed,parrot,book,1
yes,ok,original,book,1
goodbye,farewell,original,bye,2
thank_you,appreciated,original,bye,2
how_busy,how long will it be before i sit at the red lobster?,parrot,avail,0
yes,"yes, please",parrot,book,1
how_busy,please check the wait times at chili's for a meal,lambada,avail,0
how_busy,how long is the wait time at the cheese cake factory,lambada,avail,0
yes,okay,original,book,1
goodbye,later gater,original,bye,2
calendar,do you have any appointments scheduled for april 19?,parrot,avail,0
goodbye,later gator!,original,bye,2
goodbye,adios!,original,bye,2
yes,that's a fact,parrot,book,1
goodbye,farewell!,original,bye,2
calendar,check my calendar,parrot,avail,0
how_busy,tiaras are usually crowded around 7pm?,parrot,avail,0
yes,uh huh,original,book,1
goodbye,bye-bye,original,bye,2
no,so that's no,parrot,cancel,3
goodbye,nice to see you goodbye,parrot,bye,2
greeting,"ah-yah, how are things",lambada,greet,4
yes,obviously,parrot,book,1
meeting_schedule,when will i meet ann?,parrot,avail,0
greeting,"hello, good day",lambada,greet,4
goodbye,i'm out,parrot,bye,2
goodbye,good night,original,bye,2
how_busy,tell me how busy red robin is at 7:30?,lambada,avail,0
reminder_update,add a note,parrot,resched,5
how_busy,how long after 7pm,parrot,avail,0
goodbye,sign off,parrot,bye,2
greeting,heyo,original,greet,4
greeting,how's idy?,parrot,greet,4
thank_you,thankyou,parrot,bye,2
meeting_schedule,is my meeting scheduled?,parrot,avail,0
yes,yeap,original,book,1
how_busy,how long after 7pm,parrot,avail,0
date,current date,original,avail,0
goodbye,ai goodbye,original,bye,2
yes,yes that's correct,original,book,1
reminder_update,keep checking the steak?,parrot,resched,5
thank_you,i need to thank you for your time,lambada,bye,2
no,that's no,parrot,cancel,3
reminder_update,can we set a reminder?,parrot,resched,5
yes,oh yes,original,book,1
no,"that would be ""no",original,cancel,3
reminder_update,remind me to change the oil,parrot,resched,5
greeting,aho,parrot,greet,4
yes,"yes, please",parrot,book,1
goodbye,goodbye soon,lambada,bye,2
yes,of course,original,book,1
thank_you,thanks please,original,bye,2
date,what date tomorrow?,parrot,avail,0
meeting_schedule,how do you plan my meeting?,parrot,avail,0
schedule_meeting,tell me how do i schedule a meeting?,original,book,1
goodbye,a good conversation,parrot,bye,2
yes,"yup, that's true",original,book,1
thank_you,thank ya!,original,bye,2
goodbye,thanks for chatting,lambada,bye,2
goodbye,i'm leaving,parrot,bye,2
thank_you,thank you again,parrot,bye,2
goodbye,sayonara,original,bye,2
how_busy,how busy the rest of the restaurant will be at noon?,parrot,avail,0
thank_you,you did it for me,parrot,bye,2
how_busy,how long will i wait at rancho rancho?,parrot,avail,0
goodbye,good-bye,parrot,bye,2
calendar,what time is my haircut on wednesday?,original,avail,0
calendar_update,please remove dinner with sally from my calendar for march 18 2019,parrot,resched,5
goodbye,my way,parrot,bye,2
date,i'd like to know the date tomorrow,original,avail,0
thank_you,for that thank you,parrot,bye,2
calendar,show me the calendar?,parrot,avail,0
cancel_reservation,can i cancel my reservation at red robin?,parrot,cancel,3
goodbye,goodbye!,original,bye,2
thank_you,very grateful,parrot,bye,2
no,there is no,parrot,cancel,3
no,negatory,original,cancel,3
yes,all right,original,book,1
meeting_schedule,check my schedule today,parrot,avail,0
no,naw,parrot,cancel,3
goodbye,goodbye,original,bye,2
greeting,hey bs,lambada,greet,4
yes,i know,parrot,book,1
meeting_schedule,time of meeting?,parrot,avail,0
cancel_reservation,how do you cancel kyle's party at red lobster?,parrot,cancel,3
goodbye,bye bye,lambada,bye,2
yes,certainly,parrot,book,1
thank_you,thanks so much,original,bye,2
thank_you,thanks please,original,bye,2
goodbye,always a pleasure to chat with you,parrot,bye,2
thank_you,"nice, excellent!",original,bye,2
yes,yeah yeah,lambada,book,1
greeting,how's ai doing today?,parrot,greet,4
how_busy,what's the wait time in chipotle tonight?,parrot,avail,0
no,no don't do that!,original,cancel,3
calendar,what should i do on wednesday?,parrot,avail,0
goodbye,goodbyes,parrot,bye,2
calendar_update,can you delete an event from my calendar?,parrot,resched,5
goodbye,goodbye bye,parrot,bye,2
goodbye,goodbye thank you,parrot,bye,2
greeting,welcome,parrot,greet,4
meeting_schedule,what's on my schedule?,parrot,avail,0
greeting,hello,original,greet,4
greeting,wassup,original,greet,4
how_busy,would there be a long wait for a table at blue moon,lambada,avail,0
thank_you,awesome thank you,parrot,bye,2
greeting,aloha,original,greet,4
no,negative definitely,parrot,cancel,3
greeting,how ya doing,lambada,greet,4
yes,roger that,original,book,1
greeting,how's everything,original,greet,4
goodbye,i'm out,parrot,bye,2
date,show me the date,original,avail,0
greeting,bonjour,original,greet,4
no,negatory,original,cancel,3
greeting,how've you been feeling,original,greet,4
goodbye,say goodbye,parrot,bye,2
date,current day,parrot,avail,0
goodbye,see ya,lambada,bye,2
thank_you,thanks for trying,original,bye,2
goodbye,goodbye,original,bye,2
goodbye,goodbye,original,bye,2
yes,yeah yeah,lambada,book,1
yes,sure,original,book,1
goodbye,it's over,parrot,bye,2
no,you can't make the statement true,parrot,cancel,3
thank_you,my thanks,parrot,bye,2
greeting,bonjour,original,greet,4
goodbye,"talk to you soon, bye!",original,bye,2
yes,10-Apr,original,book,1
calendar,please know what's on my calendar for friday the 1st of february,parrot,avail,0
greeting,hello there,original,greet,4
date,what's the date now?,parrot,avail,0
greeting,hi,original,greet,4
yes,i believe that is true,lambada,book,1
thank_you,thanks!,original,bye,2
calendar_update,add my wedding to my calendar for march 7,lambada,resched,5
reminder_update,please remember to clean the floor,parrot,resched,5
thank_you,my gratitude,parrot,bye,2
goodbye,wonderful conversation,lambada,bye,2
goodbye,great conversation,parrot,bye,2
yes,you are definitely correct,lambada,book,1
meeting_schedule,tell me the scheduled conference from noon?,parrot,avail,0
no,it's not correct,parrot,cancel,3
thank_you,nice,parrot,bye,2
yes,definitely yes,parrot,book,1
no,not really,original,cancel,3
goodbye,farewell!,original,bye,2
no,that is not true,original,cancel,3
greeting,i want to know how things go,parrot,greet,4
goodbye,i want it now,parrot,bye,2
meeting_schedule,tell me the date of today's meeting,parrot,avail,0
thank_you,okay thank you,parrot,bye,2
greeting,hey there!,original,greet,4
yes,yep,original,book,1
yes,perfect,parrot,book,1
goodbye,regards,original,bye,2
calendar,what do i have planned for march 2?,parrot,avail,0
yes,affirmitive,original,book,1
yes,yep,original,book,1
yes,oh-huh,parrot,book,1
thank_you,okay thank you,parrot,bye,2
no,no no thanks,parrot,cancel,3
no,no please,parrot,cancel,3
cancel_reservation,can you cancel my reservation on tuesday for chris at stella maris?,original,cancel,3
greeting,whats up,original,greet,4
reminder_update,can i set a reminder?,original,resched,5
yes,yep,original,book,1
goodbye,bye,original,bye,2
yes,affirmitive,original,book,1
no,FALSE,lambada,cancel,3
thank_you,you've been great,parrot,bye,2
goodbye,bye!,original,bye,2
thank_you,okay thank you,parrot,bye,2
yes,"yes, that's accurate",original,book,1
yes,confirmed,original,book,1
no,erroneous,parrot,cancel,3
goodbye,goodbyes soon,parrot,bye,2
calendar,help me know what's on my calendar for march 17th,parrot,avail,0
date,what today?,parrot,avail,0
yes,absolutely!,original,book,1
reminder_update,have i forgotten?,parrot,resched,5
yes,accept,parrot,book,1
date,what's it today?,parrot,avail,0
goodbye,great conversation,parrot,bye,2
goodbye,goodbye soon,lambada,bye,2
yes,agreed,original,book,1
thank_you,i'm grateful,original,bye,2
no,nada,original,cancel,3
yes,yeah,original,book,1
yes,you're right,original,book,1
meeting_schedule,check out my meetings with christopher,parrot,avail,0
date,what is the date that we'll be in?,lambada,avail,0
reminder_update,make a reminder of my car insurance on monday,parrot,resched,5
yes,right,parrot,book,1
yes,perfect,parrot,book,1
calendar_update,take out my dinner plans today,parrot,resched,5
greeting,what's up,original,greet,4
how_busy,how busy will olive gardens be around 5,parrot,avail,0
no,i'd rather not answer,parrot,cancel,3
goodbye,good conversation,parrot,bye,2
yes,definitely,original,book,1
thank_you,again thanks,parrot,bye,2
thank_you,okay thanks,original,bye,2
yes,huh,parrot,book,1
calendar,what's on my calendar for next january,lambada,avail,0
goodbye,good luck,lambada,bye,2
meeting_schedule,what time will i meet jane?,parrot,avail,0
greeting,ahoy hoy,original,greet,4
no,no way!,original,cancel,3
goodbye,good luck tomorrow,lambada,bye,2
how_busy,how many people do you think are at chili around 11pm,parrot,avail,0
yes,not a falsehood,parrot,book,1
yes,ok,original,book,1
goodbye,i leave now,parrot,bye,2
goodbye,adios!,original,bye,2
no,the answer is not true,parrot,cancel,3
date,date tomorrow,parrot,avail,0
no,negatory?,parrot,cancel,3
date,tell me what day of the week it is?,lambada,avail,0
no,that's incorrect!,original,cancel,3
reminder_update,how about a reminder,original,resched,5
goodbye,nice drive by,lambada,bye,2
greeting,good evening,original,greet,4
no,say negative,parrot,cancel,3
goodbye,i'll go,parrot,bye,2
yes,not false,parrot,book,1
goodbye,thank you goodbye,original,bye,2
how_busy,how busy is chili at 6?,parrot,avail,0
yes,okay,original,book,1
greeting,how is my day,original,greet,4
goodbye,bye,original,bye,2
greeting,"hey, how's my day",lambada,greet,4
thank_you,the best,parrot,bye,2
yes,ok,original,book,1
greeting,whats new,lambada,greet,4
greeting,hello there,original,greet,4
goodbye,i've got to go,lambada,bye,2
no,that's not factual,parrot,cancel,3
reminder_update,make a reminder for 5 pm to clean the house,parrot,resched,5
goodbye,get there soon,lambada,bye,2
yes,yes you have been correct,lambada,book,1
no,it's not true,parrot,cancel,3
no,invalid,original,cancel,3
yes,ok,original,book,1
greeting,nice day,lambada,greet,4
greeting,"hey, ai",original,greet,4
goodbye,fairwell?,parrot,bye,2
yes,yay,lambada,book,1
thank_you,thank ya!,original,bye,2
yes,correct,original,book,1
yes,accepted,original,book,1
thank_you,thank you!,original,bye,2
yes,obviously,parrot,book,1
no,FALSE,lambada,cancel,3
date,what day?,parrot,avail,0
meeting_schedule,are there meetings between 1 and 8?,parrot,avail,0
goodbye,bye bye,lambada,bye,2
goodbye,i leave now,parrot,bye,2
no,not true,original,cancel,3
greeting,get up ai,parrot,greet,4
goodbye,it was great to chat with you,lambada,bye,2
thank_you,you've been amazing,lambada,bye,2
thank_you,thank you ai,parrot,bye,2
schedule_meeting,is it possible to sign up for a meeting on friday at 10am?,parrot,book,1
goodbye,the discussion was nice,parrot,bye,2
no,nothing,parrot,cancel,3
thank_you,you've been amazing,lambada,bye,2
yes,that's the truth,original,book,1
yes,okay,original,book,1
no,so that's no,parrot,cancel,3
yes,correct,original,book,1
no,FALSE,original,cancel,3
yes,certainly true,parrot,book,1
yes,absolutely!,original,book,1
meeting_schedule,have any meetings between 2 and 3?,parrot,avail,0
yes,accepted,original,book,1
greeting,hi,original,greet,4
yes,my response is yes,parrot,book,1
no,this is false,parrot,cancel,3
greeting,salutations,parrot,greet,4
calendar,please help me find the march schedule,parrot,avail,0
goodbye,goodbye goodbye,parrot,bye,2
goodbye,im leaving,parrot,bye,2
date,what month is it today??,parrot,avail,0
goodbye,just relax,parrot,bye,2
no,erroneous,parrot,cancel,3
goodbye,good conversation,parrot,bye,2
greeting,salutations!,original,greet,4
goodbye,thank you for the talk,parrot,bye,2
thank_you,okay thanks,original,bye,2
calendar,tell me what's on my calendar for november 6th?,lambada,avail,0
date,what's the year?,parrot,avail,0
yes,positive,parrot,book,1
goodbye,farewell,original,bye,2
goodbye,", goodbye",lambada,bye,2
no,naw,original,cancel,3
thank_you,you're welcome,parrot,bye,2
calendar,can you tell me the calendar for march 19?,parrot,avail,0
greeting,what's new here?,parrot,greet,4
meeting_schedule,please read my schedule,parrot,avail,0
thank_you,awesome thank you,parrot,bye,2
date,in 9 days?,parrot,avail,0
date,what's my date?,parrot,avail,0
greeting,salutations,parrot,greet,4
no,FALSE,original,cancel,3
no,that's wrong,original,cancel,3
date,today is the date?,parrot,avail,0
greeting,hey fellow,parrot,greet,4
yes,good yes,lambada,book,1
thank_you,i'm grateful,original,bye,2
meeting_schedule,when is the meeting with jim planned?,parrot,avail,0
yes,yep,original,book,1
yes,perfect,parrot,book,1
greeting,aloha,original,greet,4
greeting,good day,original,greet,4
meeting_schedule,do you have any meetings with stan today?,parrot,avail,0
goodbye,adios ai,original,bye,2
reminder_update,create a reminder to change clothes,parrot,resched,5
no,not good idea,parrot,cancel,3
no,that can't be true?,parrot,cancel,3
no,invalid,original,cancel,3
thank_you,thankyou,parrot,bye,2
yes,10-Apr,original,book,1
greeting,what's new?,parrot,greet,4
how_busy,waiting at macaroni grill?,parrot,avail,0
yes,yeah yeah,lambada,book,1
goodbye,glad we can talk,parrot,bye,2
greeting,heyo,original,greet,4
greeting,hola!,original,greet,4
cancel_reservation,cancel my reservation at chris's for the dinner,parrot,cancel,3
greeting,hola!,original,greet,4
goodbye,we can talk later,parrot,bye,2
greeting,hi how's everything?,parrot,greet,4
no,no it wouldn't be true,parrot,cancel,3
greeting,good evening,original,greet,4
goodbye,later gater,original,bye,2
goodbye,later then,lambada,bye,2
schedule_meeting,please help me in a meeting,parrot,book,1
no,don't like it no,parrot,cancel,3
yes,approved,original,book,1
greeting,aho,parrot,greet,4
yes,"yes, that's true",lambada,book,1
yes,oh-huh,parrot,book,1
greeting,hello how're you doing?,parrot,greet,4
thank_you,my sincere thanks,parrot,bye,2
yes,i would say yes,lambada,book,1
no,ill pass,original,cancel,3
greeting,how ife treats you?,parrot,greet,4
no,negatory?,parrot,cancel,3
yes,absolutely,original,book,1
goodbye,goodbye,original,bye,2
yes,it's true,original,book,1
no,it's false,parrot,cancel,3
no,the negator,parrot,cancel,3
greeting,how's idy doing?,parrot,greet,4
no,that's so negative,parrot,cancel,3
thank_you,i appreciate it,original,bye,2
thank_you,thank you!,original,bye,2
no,nada,original,cancel,3
goodbye,adios,original,bye,2
no,not that,original,cancel,3
how_busy,how long does it take to sit in olive garden?,parrot,avail,0
yes,yep,original,book,1
yes,10-Apr,original,book,1
calendar,can you tell me anything about march 29th on my calendar?,lambada,avail,0
goodbye,nice talk,lambada,bye,2
meeting_schedule,have a meeting today?,parrot,avail,0
no,nada,original,cancel,3
yes,"yes, please",parrot,book,1
greeting,whats up?,parrot,greet,4
no,that's a negative,original,cancel,3
how_busy,how long will i have to wait for a table at the red lobster?,parrot,avail,0
cancel_reservation,i no longer need the dinner reservation,original,cancel,3
date,is tomorrow's date?,parrot,avail,0
no,"no, that's a lie",lambada,cancel,3
no,that's no,parrot,cancel,3
goodbye,", goodbye",lambada,bye,2
yes,yeah that's right,lambada,book,1
goodbye,good call,parrot,bye,2
yes,it's certainly positive,parrot,book,1
yes,"yeah, that's true",lambada,book,1
no,so that's no,parrot,cancel,3
yes,i know,parrot,book,1
no,negation,parrot,cancel,3
greeting,ahoy there,lambada,greet,4
yes,it is a true,original,book,1
reminder_update,new reminder please,lambada,resched,5
yes,yay,lambada,book,1
goodbye,greetings,parrot,bye,2
thank_you,you've been great,parrot,bye,2
greeting,wassup,original,greet,4
goodbye,later then,lambada,bye,2
no,it's so bad,parrot,cancel,3
how_busy,tell me how long i have to wait at pizza ranch?,lambada,avail,0
thank_you,so grateful,parrot,bye,2
no,negatory?,parrot,cancel,3
goodbye,lovely conversation,parrot,bye,2
goodbye,farewell!,original,bye,2
goodbye,thank you for the chance to speak,parrot,bye,2
how_busy,the coffee shop is usually busy?,parrot,avail,0
date,what month is it today?,lambada,avail,0
yes,10-Apr,original,book,1
goodbye,greetings,parrot,bye,2
no,FALSE,lambada,cancel,3
goodbye,afterward,parrot,bye,2
yes,so it's checked,parrot,book,1
yes,that would be true,original,book,1
goodbye,buhbye now,lambada,bye,2
date,what is the date that will be in 5 days?,lambada,avail,0
yes,yes please,original,book,1
how_busy,find out how busy the olive garden is now,parrot,avail,0
greeting,whats new,lambada,greet,4
date,tell me the date,parrot,avail,0
thank_you,i'm thankful,original,bye,2
no,i meant nothing,parrot,cancel,3
how_busy,how long will i wait for a table at mac n cheese?,parrot,avail,0
thank_you,you answered my questions,parrot,bye,2
greeting,ahoy there,lambada,greet,4
thank_you,thank you for my consideration,parrot,bye,2
no,FALSE,original,cancel,3
goodbye,afterward,parrot,bye,2
goodbye,goodbye!,original,bye,2
yes,good yes,lambada,book,1
greeting,hiya,original,greet,4
how_busy,is there a wait time at mcdonald's,parrot,avail,0
cancel_reservation,make sure my reservation in umami with carl is canceled,parrot,cancel,3
how_busy,does chili have a lot of people sitting between 5 and 7?,parrot,avail,0
no,the negator,parrot,cancel,3
thank_you,you helped,parrot,bye,2
greeting,how's the ayi?,parrot,greet,4
no,it's a negative,parrot,cancel,3
goodbye,adios ai,original,bye,2
thank_you,thanks!,original,bye,2
thank_you,very grateful,parrot,bye,2
calendar,tell me what's on my agenda?,parrot,avail,0
greeting,hola,original,greet,4
thank_you,you helped me,parrot,bye,2
yes,approved,original,book,1
no,it's a no,original,cancel,3
how_busy,is mr joes pizza usually occupied?,lambada,avail,0
yes,positive,original,book,1
reminder_update,new reminder please,lambada,resched,5
no,erroneous,parrot,cancel,3
yes,positive,parrot,book,1
greeting,whats new,lambada,greet,4
no,that's a negation,parrot,cancel,3
no,negating,parrot,cancel,3
date,date please,original,avail,0
greeting,how's ife treating you,original,greet,4
schedule_meeting,how are meetings scheduled?,parrot,book,1
greeting,whats up,original,greet,4
yes,very true,original,book,1
goodbye,afterward,parrot,bye,2
goodbye,adios ai,original,bye,2
no,"no, don't do that",original,cancel,3
how_busy,can i expect a long wait at the cheesecake factory?,parrot,avail,0
greeting,hey hey!,original,greet,4
schedule_meeting,how can i submit a new meeting request?,parrot,book,1
yes,just right,parrot,book,1
yes,facts,original,book,1
greeting,hello,original,greet,4
cancel_reservation,scrap that dinner reservation,original,cancel,3
thank_you,merci beaucoup,original,bye,2
goodbye,have fun?,lambada,bye,2
yes,uh-huh,original,book,1
yes,of course,original,book,1
no,that’s incorrect,original,cancel,3
date,can you give me the date tomorrow please?,parrot,avail,0
yes,i'm telling you it's a true statement,parrot,book,1
goodbye,i’m leaving-goodbye!,original,bye,2
no,that's a negatory,original,cancel,3
no,so that's no,parrot,cancel,3
yes,agreed,original,book,1
date,current date,original,avail,0
schedule_meeting,please schedule a meeting with john?,parrot,book,1
goodbye,later gator!,original,bye,2
greeting,hello hello good day,parrot,greet,4
how_busy,how busy will the restaurant be?,parrot,avail,0
greeting,hey there,original,greet,4
how_busy,the chili's busy at 6 pm?,parrot,avail,0
goodbye,fairwell,original,bye,2
date,which day is next?,parrot,avail,0
goodbye,fairwell,original,bye,2
yes,uh-huh,original,book,1
how_busy,how long will i have to wait if i want to sit at applebee's?,parrot,avail,0
greeting,how's ai doing today?,parrot,greet,4
thank_you,gracias,original,bye,2
goodbye,goodbye goodbye,parrot,bye,2
goodbye,adios,original,bye,2
calendar,what's on my calendar for march 14?,parrot,avail,0
meeting_schedule,what time do you have to meet peter?,parrot,avail,0
date,tell me what's the date for tomorrow?,parrot,avail,0
greeting,how's the life in my neighborhood,parrot,greet,4
greeting,heller,original,greet,4
yes,positive,parrot,book,1
how_busy,tell me how busy the cheesecake factory is,parrot,avail,0
how_busy,how long can i wait for a table at the restaurant?,parrot,avail,0
reminder_update,remind me to do this once in a while,parrot,resched,5
no,nothing,parrot,cancel,3
yes,yep,original,book,1
goodbye,thank you for contacting me,parrot,bye,2
how_busy,what is waiting for a table at red lobster?,parrot,avail,0
no,no?,parrot,cancel,3
greeting,hi,original,greet,4
yes,yeah,original,book,1
goodbye,good conversation,parrot,bye,2
how_busy,how busy will jennifer's be around 6:30 pm,lambada,avail,0
yes,a fact,parrot,book,1
no,that's completely wrong,parrot,cancel,3
yes,confirmed,original,book,1
thank_you,thanks very much for your answer,parrot,bye,2
no,FALSE,lambada,cancel,3
goodbye,a pleasure to speak with you as always,parrot,bye,2
cancel_reservation,annul the reservation i made,parrot,cancel,3
calendar,what do i have planned for march 3rd?,lambada,avail,0
goodbye,goodbyes,parrot,bye,2
how_busy,would you say how busy is teddy bear at 5 pm,lambada,avail,0
goodbye,see ya!,original,bye,2
thank_you,i'm grateful,original,bye,2
thank_you,i appeciate it,parrot,bye,2
greeting,how is my day,original,greet,4
thank_you,"nice, excellent!",original,bye,2
yes,uh-huh,original,book,1
greeting,hello there,original,greet,4
no,this is not true,parrot,cancel,3
greeting,what's happened to you?,parrot,greet,4
greeting,hey how's life,original,greet,4
no,this is false,parrot,cancel,3
reminder_update,set a reminder reminder to remind me to check when my car payment is due,parrot,resched,5
date,please date,parrot,avail,0
goodbye,bye bye now,lambada,bye,2
date,today's date is what,original,avail,0
no,that's definitely false,original,cancel,3
thank_you,thank you,original,bye,2
goodbye,good luck later,parrot,bye,2
greeting,salutation,parrot,greet,4
no,that's bad,parrot,cancel,3
calendar_update,clear my calendar for march 22,parrot,resched,5
goodbye,i’m leaving-goodbye!,original,bye,2
yes,"yes, that is factual",original,book,1
thank_you,thankyou,parrot,bye,2
no,don't agree,parrot,cancel,3
no,that's so false,parrot,cancel,3
greeting,what's happening?,parrot,greet,4
no,i'd rather not answer,parrot,cancel,3
greeting,how's my day?,parrot,greet,4
thank_you,thankyou,parrot,bye,2
how_busy,how busy will dr joe be at five?,parrot,avail,0
how_busy,how busy will ti-noodle be around 6pm,lambada,avail,0
yes,affirmative,original,book,1
how_busy,is the cheesecake factory busy at 7 o'clock in the morning?,parrot,avail,0
no,that's so wrong,parrot,cancel,3
no,that's incorrect!,original,cancel,3
goodbye,tootles?,parrot,bye,2
greeting,what do i feel?,parrot,greet,4
thank_you,thanks,original,bye,2
thank_you,gracias,original,bye,2
goodbye,i enjoyed talking to you goodbye,parrot,bye,2
thank_you,i appreciate that answer!,original,bye,2
greeting,ahoy,lambada,greet,4
goodbye,goodnight,original,bye,2
goodbye,buhbye now,lambada,bye,2
calendar,is bowling on my calendar?,parrot,avail,0
how_busy,how long until dinner?,parrot,avail,0
thank_you,"awesome, thanks",original,bye,2
greeting,ahoy,lambada,greet,4
no,the information is inaccurate,parrot,cancel,3
thank_you,thank you!,original,bye,2
greeting,how's otc?,parrot,greet,4
how_busy,will i be seated at this restaurant for long,lambada,avail,0
no,say negative,parrot,cancel,3
greeting,how things go?,parrot,greet,4
greeting,heyo,original,greet,4
goodbye,bye bye,lambada,bye,2
how_busy,how long will the wait be at iman's,lambada,avail,0
date,i need to know tomorrow,parrot,avail,0
goodbye,later!,original,bye,2
greeting,salutations,parrot,greet,4
thank_you,"thanks, i appreciate it",original,bye,2
yes,you got it,parrot,book,1
yes,"yes, that's correct",original,book,1
goodbye,goodnight,original,bye,2
yes,correct,original,book,1
how_busy,how long until dinner?,parrot,avail,0
no,no way!,original,cancel,3
how_busy,is ziggy busy around dinner?,parrot,avail,0
goodbye,farewell!,original,bye,2
thank_you,thanks so much!,original,bye,2
goodbye,"that's all, bye",original,bye,2
reminder_update,remind me,original,resched,5
goodbye,sayonara,original,bye,2
cancel_reservation,i don't even need my reservation anymore,parrot,cancel,3
goodbye,goodbyes,parrot,bye,2
thank_you,thanks!,original,bye,2
thank_you,so grateful,parrot,bye,2
yes,accepted,original,book,1
greeting,hey fellow,parrot,greet,4
meeting_schedule,meeting today,parrot,avail,0
reminder_update,come on please,parrot,resched,5
reminder_update,make another reminder for tomorrow at 4am,parrot,resched,5
goodbye,buhbye,original,bye,2
goodbye,goodbye now,parrot,bye,2
goodbye,goodbye now,parrot,bye,2
reminder_update,give me a reminder to pay for groceries this week,parrot,resched,5
goodbye,thank you for talking to me,lambada,bye,2
greeting,how's my life today?,parrot,greet,4
date,what day are we on?,lambada,avail,0
goodbye,see ya!,original,bye,2
yes,i'd like to make sure it's true,parrot,book,1
cancel_reservation,cancel my reservation for dinner at the red robin restaurant,parrot,cancel,3
calendar,show me the calendar?,parrot,avail,0
greeting,hola!,original,greet,4
goodbye,adios,original,bye,2
how_busy,how long will it take me to get a seat in a chinese restaurant?,parrot,avail,0
greeting,aho,parrot,greet,4
greeting,yo,original,greet,4
yes,approved,original,book,1
yes,okay,original,book,1
greeting,how's otc?,parrot,greet,4
calendar_update,will you remove the dinner with june on saturday the 4th at 7pm from my calendar,original,resched,5
goodbye,goodbye!,original,bye,2
thank_you,thank you for the meeting,parrot,bye,2
no,this isn't true,parrot,cancel,3
greeting,how are you doing?,parrot,greet,4
date,date please,original,avail,0
calendar_update,make sure april 1 is on my calendar,parrot,resched,5
goodbye,adios!,original,bye,2
date,in seven days?,parrot,avail,0
goodbye,peace,original,bye,2
greeting,wassup,original,greet,4
no,i say negative,original,cancel,3
